ref_num,authors,year,country,site_name,latitude,longitude,elevation,elec_raster,avg_annual_precip,precip_raster,avg_annual_temp,temp_raster,climate,aridity_index_study,aridity_category,aridity_index,vegetation_type,crop_type_study,crop_type,multiple_crops,tillage_freq_study,tillage_freq,tillage_type,residue_removal,grazed,cover_crop,inorganic_N_applied,herbicide,OM_applied,inorganic_C_applied,years_since_irrigation,irrig_method,irrig_methodcat,irrig_type,irrig_water_pH,irrig_water_bicarbinate,irrig_water_Ca,irrig_water_C,irrig_water_N,study_scale,soil_upper_limit,soil_lower_limit,soil_sample_thickness,depth_category,depth_category_2,BD_native,BD_irrig,BD_nat_rf,BD_irr_rf,per_sand_nat,per_clay_nat,soil_texture_nat,per_sand_irrig,per_clay_irrig,soil_texture_irrig,soil_pH_nat,soil_pH_irrig,total_C_n_native,total_C_n_irr,total_C_nat,total_C_irr,total_C_sd_nat,total_C_sd_irr,total_C_nat_cov,total_C_irr_cov,total_C_nat_sd_calc,total_C_irr_sd_calc,total_C_st_nat,total_C_st_irr,total_C_st_sd_nat,total_C_st_sd_irr,total_C_st_nat_calc,total_C_st_irr_calc,log_total_C_rr,log_total_C_st_calc_rr,total_C_st_nat_cov,total_C_st_irr_cov,total_C_st_sd_nat_calc,total_C_st_sd_nat_calc,organic_C_n_nat,organic_C_n_irr,organic_C_nat,organic_C_irr,log_organic_C_rr,organic_C_sd_nat,organic_C_sd_irr,organic_C_nat_cov,organic_C_irr_cov,organic_C_nat_sd_calc,organic_C_irr_sd_calc,organic_C_st_nat,organic_C_st_irr,organic_C_st_sd_nat,organic_C_st_sd_irr,organic_C_st_nat_calc,organic_C_st_irr_calc,log_organic_C_st_rr,per_OC_st_change,organic_C_st_nat_cov,organic_C_st_irr_cov,organic_C_st_sd_nat_calc,organic_C_st_sd_irr_calc,OC_change_rate,inorganic_C_n_nat,inorganic_C_n_irr,inorganic_C_nat,inorganic_C_irr,log_inorganic_C_rr,inorganic_C_sd_nat,inorganic_C_sd_irr,inorganic_C_nat_cov,inorganic_C_irr_cov,inorganic_C_nat_sd_calc,inorganic_C_irr_sd_calc,inorganic_C_st_nat,inorganic_C_st_irr,inorganic_C_st_sd_nat,inorganic_C_st_sd_irr,inorganic_C_st_nat_calc,inorganic_C_st_irr_calc,log_inorganic_C_st_nat_calc_rr,inorganic_C_st_nat_cov,inorganic_st_C_irr_cov,inorganic_C_st_nat_sd_calc,inorganic_C_st_nat_sd_calc,total_N_n_nat,total_N_n_irr,total_N_nat,total_N_irr,log_total_N_rr,total_N_sd_nat,total_N_sd_irr,total_N_nat_cov,total_N_irr_cov,total_N_nat_sd_calc,total_N_irr_sd_calc,total_N_st_nat,total_N_st_irr,log_total_N_st_rr,total_N_st_sd_nat,total_N_st_sd_irr,total_N_st_nat_calc,total_N_st_irr_calc,log_total_N_st_rr_calc,total_N_nat_st_cov,total_N_irr_st_cov,total_N_nat_st_sd_calc,total_N_irr_st_sd_calc
16,Knowles and Singh,2003,Australia,"Moree, NSW",29° 27' S,149° 50' E,212,207,578,593,19,19.3,subtropical humid,0.2852,Semi-Arid,3.5042,remnant sclerophyl brushland,"cotton, cotton, wheat",woody crops,yes,,,CT,,no,continuous cover,,,,,22.5,,,,,,,,,Farm,15,30,15,20-30cm,20-30cm,,1.61,1.370759556,1.381343444,,,,30,53,C,,7.85,3,3,,,,,,,,,28.49,14.42,6.44,4.26,28.49,14.42,,-0.295727189,0.226044226,0.295423024,5.058149038,4.585413851,3,3,,,,,,,,,,21.41,8.35,6.89,3.72,21.41,8.35,-0.408930192,-60.99953293,0.321812237,0.445508982,1.277016649,0.26596371,,3,3,,,,,,,,,,7.08,6.08,1.72,4.17,7.08,6.08,-0.066129678,0.242937853,0.685855263,2.04371134,3.014429907,,,,,,,,,,,,,,,,,,,,,,,
16,Knowles and Singh,2003,Australia,"Moree, NSW",29° 27' S,149° 50' E,212,207,578,593,19,19.3,subtropical humid,0.2852,Semi-Arid,3.5042,remnant sclerophyl brushland,"cotton, cotton, wheat",woody crops,yes,,,CT,,no,continuous cover,,,,,22.5,,,,,,,,,Farm,30,60,30,40-50cm,30+cm,,1.62,1.373570556,1.390247223,,,,30,52,C,,7.97,3,3,,,,,,,,,35.29,23.68,4.99,7.305,32.205,21.185,,-0.181894835,0.136299235,0.317989865,5.353857315,7.665068219,3,3,,,,,,,,,,24.36,13.425,4.58,5.17,24.36,13.425,-0.25876299,-44.88916256,0.170741483,0.335659456,1.452971769,0.427612312,,3,3,,,,,,,,,,7.845,7.755,0.765,5.9,7.845,7.755,-0.005011146,0.061895551,0.777301927,2.984742268,3.844885514,,,,,,,,,,,,,,,,,,,,,,,
17a,Li et al.,2006,China,"Yongchang, Hexi Corridor",38° 20' N,102° 30' E,1700,1569,140,152,7.3,7,cold arid,0.0999,Arid,10.1316,sparse xerophile shrubs,mixed,cereals,yes,,,CT,,no,non-legumes,yes,,yes,,23,,,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,,,1.362290222,1.347018889,,,SaL,,,SiL,7.6,7.8,,,,,,,,,,,,,,,,,,,,,,,1,1,3.5,7.1,0.307190304,,,,,0.625218914,0.994332414,,,,,7.152023666,14.34575117,0.302294351,100.5831054,,,0.426588197,0.456940024,0.156521739,,,,,,,,,,,,,,,,,,,,,,,1,1,0.28,0.62,0.345233658,,,,,0.044210526,0.091261122,,,,,,0.572161893,1.252727567,0.340337705,,,0.035513497,0.035009397
17b,Li et al.,2006,China,"Jiuquan, Hexi Corridor",39° 28' N,99° 05' E,1520,1486,61,135,8.1,7.8,cold arid,0.0808,Arid,12.5481,sparse xerophile shrubs,mixed,cereals,yes,,,CT,,no,non-legumes,yes,,yes,,30,,,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,,,1.302748222,1.325103333,,,SaL,,,SiL,7.6,8.3,,,,,,,,,,,,,,,,,,,,,,,1,2,2.3,6.9,0.477121255,,1.1,,0.15942029,0.410858144,0.96632305,,,,,4.494481366,13.7148195,0.484510512,205.1479889,,,0.268076952,0.436843626,0.153333333,,,,,,,,,,,,,,,,,,,,,,,1,2,0.22,0.6,0.43572857,,0.02,,0.033333333,0.034736842,0.088317215,,,,,,0.429906913,1.192593,0.443117827,,,0.026683877,0.033328844
17c,Li et al.,2006,China,"Wuwei, Hexi Corridor",37° 45' N,102° 53' E,1524,1655,158,185,7.6,7.6,cold arid,0.1214,Arid,8.1405,sparse xerophile shrubs,mixed,cereals,yes,,,CT,,no,non-legumes,yes,,yes,,50,,,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,,,1.312988444,1.303077667,,,SaL,,,SiL,8,8.1,,,,,,,,,,,,,,,,,,,,,,,1,1,2.6,5.1,0.292596828,,,,,0.464448336,0.714238776,,,,,5.120654932,9.968544153,0.289306226,94.67322609,,,0.305425577,0.317517483,0.05,,,,,,,,,,,,,,,,,,,,,,,1,1,0.26,0.51,0.292596828,,,,,0.041052632,0.075069632,,,,,,0.512065493,0.996854415,0.289306226,,,0.031783375,0.027858629
17d,Li et al.,2006,China,"Gulang, Hexi Corridor",37° 35' N,103° 42' E,1524,1719,150,193,6.8,7.4,cold arid,0.1285,Arid,7.6114,sparse xerophile shrubs,mixed,cereals,yes,,,CT,,no,non-legumes,yes,,yes,,113,,,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,,,1.306840667,1.319560889,,,SaL,,,SiL,8.7,8.3,,,,,,,,,,,,,,,,,,,,,,,2,5,3.3,7.9,0.379113151,0.9,2.2,0.272727273,0.278481013,0.589492119,1.106369869,,,,,6.468861302,15.63679653,0.383319945,141.7240964,,,0.385840429,0.498062325,0.040707965,,,,,,,,,,,,,,,,,,,,,,,2,5,0.33,0.77,0.367976785,0.06,0.16,0.181818182,0.207792208,0.052105263,0.113340426,,,,,,0.64688613,1.524092827,0.37218358,,,0.040151553,0.042593117
18,Li et al.,2009,China,"Gaotai County, Hexi Corridor",39° 14' N,99° 84' E,1350,1656,79,192,7.6,7.2,cold arid,0.1187,Arid,8.5934,sparse xerophile shrubs,mixed,cereals,yes,,,CT,yes,no,,yes,,no,,13,,,fresh,7.63,,,,,Farm,0,10,10,0-10cm,0-10cm,1.1,1.27,1.164262444,1.273123778,36,6,SiL,43,8,SiL,8.6,8.2,,,,,,,,,,,,,,,,,,,,,,,3,3,3.1,5.2,0.22464165,,,,,0.553765324,0.728243458,,,,,3.609213576,6.620243646,0.263461391,83.42620924,,,0.215274443,0.210867612,0.161538462,,,,,,,,,,,,,,,,,,,,,,,3,3,0.26,0.46,0.247784484,,,,,0.041052632,0.067709865,,,,,,0.302708235,0.585636938,0.286604225,,,0.018788787,0.016366524
18,Li et al.,2009,China,"Gaotai County, Hexi Corridor",39° 14' N,99° 84' E,1350,1656,79,192,7.6,7.2,cold arid,0.1187,Arid,8.5934,sparse xerophile shrubs,mixed,cereals,yes,,,CT,yes,no,,yes,,no,,13,,,fresh,7.63,,,,,Farm,10,20,10,10-20cm,10-20cm,1.21,1.25,1.205924222,1.268458667,28,6,SiL,39,8,SiL,8.6,8.2,,,,,,,,,,,,,,,,,,,,,,,3,3,3.7,4.9,0.121994356,,,,,0.660945709,0.686229413,,,,,4.461919621,6.215447468,0.143950658,39.29985289,,,0.26613478,0.197974068,0.092307692,,,,,,,,,,,,,,,,,,,,,,,3,3,0.25,0.48,0.283301229,,,,,0.039473684,0.070653772,,,,,,0.301481056,0.60886016,0.30525753,,,0.018712617,0.017015533
18,Li et al.,2009,China,"Gaotai County, Hexi Corridor",39° 14' N,99° 84' E,1350,1656,79,192,7.6,7.2,cold arid,0.1187,Arid,8.5934,sparse xerophile shrubs,mixed,cereals,yes,,,CT,yes,no,,yes,,no,,13,,,fresh,7.63,,,,,Farm,20,30,10,20-30cm,20-30cm,1.13,1.36,1.165563333,1.332779556,31,7,SiL,39,9,SiL,8.6,8.5,,,,,,,,,,,,,,,,,,,,,,,3,3,4.2,4.4,0.020203386,,,,,0.750262697,0.616206003,,,,,4.895365999,5.864230046,0.078425832,19.79145272,,,0.291988038,0.186787111,0.015384615,,,,,,,,,,,,,,,,,,,,,,,3,3,0.33,0.41,0.094269917,,,,,0.052105263,0.060350097,,,,,,0.3846359,0.546439618,0.152492362,,,0.023873952,0.015271095
19,Li et al.,2013,China,"Linze Oasis, Heihe River Basin",39° 21' N,100° 07' E,1384,1380,117,161,7.6,7.9,steppe,0.0965,Arid,10.354,sparse xerophile shrubs,"maize, wheat",cereals,yes,,,,no,,,yes,,yes,,90,,,,,,,,,Plot,0,20,20,0-10cm,0-10cm,1.56,1.51,1.469574222,1.459289556,99,0,Sa,84,0,Sa,9.2,8.4,,,,,,,,,,,,,,,,,,,,,,,3,3,0.69,6.73,0.989165973,0.02,0.18,0.028985507,0.026745914,0.123257443,0.942515091,,,,,2.028012426,19.64203742,0.986115922,868.5363447,,,0.12096243,0.625637023,0.067111111,,,,,,,,,,,,,,,,,,,,,,,3,3,0.11,0.83,0.877685407,0.01,0.01,0.090909091,0.012048193,0.017368421,0.122172147,,,,,,0.323306329,2.422420663,0.874635356,,,0.020067289,0.067698269
20,de Oliveira et al.,2015,Brazil,Limoeiro do Norte,5° 02' S,38° 00' W,70,24,772,844,28.5,27.5,semi-arid,0.4416,Semi-Arid,2.2453,native shrubs,"maize, bean",cereals,yes,,,,yes,no,,,yes,,,25,pivot sprinkler,sprinkler,,,,,,,Plot,0,5,5,0-10cm,0-10cm,1.6,1.7,1.592985667,1.6893505,42,46,C,37,51,C,6.5,7,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,10.775,8.76,,,10.775,8.76,-0.089913173,-18.70069606,,,0.642683531,0.279023006,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,1.075,0.365,-0.4691156,,,1.075,0.365,-0.4691156,,,0.066724138,0.010200486
20,de Oliveira et al.,2015,Brazil,Limoeiro do Norte,5° 02' S,38° 00' W,70,24,772,844,28.5,27.5,semi-arid,0.4416,Semi-Arid,2.2453,native shrubs,"maize, bean",cereals,yes,,,,yes,no,,,yes,,,25,pivot sprinkler,sprinkler,,,,,,,Plot,10,15,5,10-20cm,10-20cm,1.6,1.7,1.591364667,1.688879889,42,46,C,37,51,C,6.5,7,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,7.59,9.01,,,7.59,9.01,0.074483015,18.7088274,,,0.452711647,0.286985991,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,0.3,0.35,0.06694679,,,0.3,0.35,0.06694679,,,0.01862069,0.009781288
20,de Oliveira et al.,2015,Brazil,Limoeiro do Norte,5° 02' S,38° 00' W,70,24,772,844,28.5,27.5,semi-arid,0.4416,Semi-Arid,2.2453,native shrubs,"maize, bean",cereals,yes,,,,yes,no,,,yes,,,25,pivot sprinkler,sprinkler,,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.6,1.7,1.593535556,1.685691333,42,46,C,37,51,C,6.5,7,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,16.41,24.63,,,16.41,24.63,0.176355831,50.09140768,,,0.978787632,0.784513314,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,0.6,0.86,0.156347201,,,0.6,0.86,0.156347201,,,0.037241379,0.024034022
20,de Oliveira et al.,2015,Brazil,Limoeiro do Norte,5° 02' S,38° 00' W,70,24,772,844,28.5,27.5,semi-arid,0.4416,Semi-Arid,2.2453,native shrubs,"maize, bean",cereals,yes,,,,yes,no,,,yes,,,25,pivot sprinkler,sprinkler,,,,,,,Plot,30,50,20,30-40cm,30+cm,1.6,,1.580994444,1.678763,,,C,37,51,C,,7,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,12.69,12.31,,,12.69,12.31,-0.013203569,-2.994483846,,,0.756905244,0.392097397,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,0.59,0.59,0,,,0.59,0.59,0,,,0.03662069,0.016488457
21,Rezapour,2012,Iran,Western Azarbaijan,35° 58' N,44° 40' E,1350,591,625,696,12,19.8,mediterranean,0.309,Semi-Arid,3.2069,"native grassland,shrubs","sugar beet, wheat",horticulture,yes,,,,,,continuous cover,,,,,35,flood,floodfurr,fresh,7.7,,3.2,,,Plot,0,30,30,10-20cm,10-20cm,,,1.344341333,1.349690667,28.8,36.4,CL,23.7,38.6,CL,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,1,1,15,12,-0.096910013,1.5,1.1,0.1,0.091666667,2.679509632,1.680561827,,,,,60.49535999,48.58886401,-0.09518532,-19.68166812,,,3.608294343,1.547649644,-0.085714286,,,,,,,,,,,,,,,,,,,,,,,1,1,0.13,1.1,0.927449333,0.07,0.12,0.538461538,0.109090909,0.020526316,0.161914894,,,,,,0.52429312,4.453979201,0.929174026,,,0.032542332,0.124473295
22,Rezapour et al.,2013,Iran,"Khoy, Azerbaijan",38° 36' N,44° 52' E,1350,1250,270,311,12,11.3,semi-arid,0.2098,Semi-Arid,4.7781,"native grassland,shrubs","sunflower-wheat, barley",cereals,yes,,,,,,continuous cover,,,,,50,flood,floodfurr,fresh,7.28,,,,,Plot,0,30,30,10-20cm,10-20cm,,,1.397926667,1.400632111,47.9,24.4,L,42,28.4,CL,7.85,7.94,,,,,,,,,,,,,,,,,,,,,,,1,1,9.36,6.99,-0.126798673,4.07,2.13,0.43482906,0.30472103,1.672014011,0.978927264,,,,,39.25378081,29.37125537,-0.125958984,-25.17598365,,,2.34132329,0.935531502,-0.0474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Rezapour et al.,2017,Iran,"Urmia, Azerbaijan",37° 24' N,45° 15' E,1332,1278,341,338,10.9,12,semi-arid,0.2121,Semi-Arid,4.7811,native grassland,"mixed, alfalfa, sugar beet",cereals,yes,,,CT,,,non-legumes,yes,,yes,,20,flood,floodfurr,fresh,7.4,67.1,72.1,,,Plot,0,30,30,10-20cm,10-20cm,,,1.367804,1.392348111,32.91,35.83,CL,31.25,39.16,CL,8.48,8.66,,,,,,,,,,,,,,,,,,,,,,,2,2,8.6,5.9,-0.16364644,0.7,0.4,0.081395349,0.06779661,1.536252189,0.826276231,,,,,35.2893432,24.64456156,-0.155922479,-30.16429515,,,2.104861224,0.784977128,-0.135,,,,,,,,,,,,,,,,,,,,,,,2,2,0.34,3.1,0.959882777,0.4,0.7,1.176470588,0.225806452,0.053684211,0.456305609,,,,,,1.39516008,12.94883743,0.967606737,,,0.086596143,0.361875165
24,Rochester,2011,Australia,"Australian research Institute, Narrabri",30° 19' S,149° 46' E,212,212,645,651,19.1,19,subtropical,0.3179,Semi-Arid,3.1889,native grassland,"mixed, cotton",woody crops,yes,,,RT,yes,,cover non-legume,yes,yes,,,35,furrow,floodfurr,,,,,,,Farm,0,30,30,10-20cm,10-20cm,1.27,1.24,1.336416889,1.330841667,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,53.7,38.7,1.6,0.9,53.7,38.7,-0.142263321,-27.93296089,0.029795158,0.023255814,3.202979638,1.232670128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Rochester,2011,Australia,"Australian research Institute, Narrabri",30° 19' S,149° 46' E,212,212,645,651,19.1,19,subtropical,0.3179,Semi-Arid,3.1889,native grassland,"mixed, cotton",woody crops,yes,,,RT,yes,,cover non-legume,yes,yes,,,35,furrow,floodfurr,,,,,,,Farm,30,60,30,40-50cm,30+cm,1.465,1.495,1.427154111,1.457399889,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,31.2,33.55,1.4,0.575,31.2,33.55,0.03153793,7.532051282,0.041543027,0.01226158,1.860949064,1.068632631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Smith and Young,1975,USA,Fargo,46° 88' N,96° 79' E,276,2280,599,196,5.7,6.2,continental,0.2527,Semi-Arid,3.9541,native grassland,mixed,cereals,yes,,,,,,,yes,,,,60,,,,,,,,,Plot,0,30,30,10-20cm,10-20cm,,,1.324267556,1.356603111,,,SCL,,,SCL,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11.5,22.9,0.299137642,,,,,2.054290718,3.207072152,,,,,45.68723068,93.19863373,0.309614712,103.9927401,,,2.725051576,2.96855741,0.19,,,,,,,,,,,,,,,,,,,,,,,4,4,1.07,2.3,0.332344058,,,,,0.168947368,0.338549323,,,,,,4.250898855,9.360561466,0.342821128,,,0.263848894,0.261595278
25,Smith and Young,1975,USA,Fargo,46° 88' N,96° 79' E,276,2280,599,196,5.7,6.2,continental,0.2527,Semi-Arid,3.9541,native grassland,mixed,cereals,yes,,,,,,,yes,,,,60,,,,,,,,,Plot,30,60,30,40-50cm,30+cm,,,1.337704222,1.356052556,,,SCL,,,SCL,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5.5,4.9,-0.050166609,,,,,0.982486865,0.686229413,,,,,22.07211966,19.93397257,-0.044250186,-9.687094502,,,1.316509308,0.634935724,-0.01,,,,,,,,,,,,,,,,,,,,,,,4,4,0.52,0.53,0.008272526,,,,,0.082105263,0.07801354,,,,,,2.086818586,2.156123564,0.01418895,,,0.129526671,0.060256187
26,Su et al.,2010,China,Linze marginal oasis,39° 24' N,100° 21' E,1380,1466,117,170,7.6,7.1,arid,0.1046,Arid,9.6706,sandy desert,"maize, spring wheat, cotton",cereals,yes,2,multiple,CT,yes,no,continuous cover,yes,,yes,,40,,,fresh,,,,,,Plot,0,20,20,0-10cm,0-10cm,1.7,1.43,1.637257778,1.408008,89.7,5.1,Sa,70.2,8.9,SaL,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0.9,5.78,0.807685329,0.21,1.47,0.233333333,0.25432526,0.160770578,0.809470613,,,,,2.947064,16.27657248,0.742173389,452.2978965,,,0.17578,0.518440431,0.122,,,,,,,,,,,,,,,,,,,,,,,3,3,0.11,0.55,0.698970004,0.03,0.08,0.272727273,0.145454545,0.017368421,0.080957447,,,,,,0.360196711,1.5488088,0.633458065,,,0.022357037,0.043283843
27,Su et al.,2010b,China,Hexi Corridor,39° 09' N,100° 02' E,1380,1490,117,186,7.6,7.7,arid,0.1111,Arid,8.9462,desert shrubs,"wheat,maize",cereals,yes,,,CT,yes,no,continuous cover,yes,,yes,,32,,,,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.69,1.37,1.622882444,1.387556,95.2,2,Sa,66.9,8.3,SaL,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0.26,5.97,1.361000983,0.02,0.44,0.076923077,0.073701843,0.046444834,0.836079509,,,,,0.632924153,12.42556398,1.292964441,1863.199527,,,0.03775127,0.395778334,0.1784375,3,3,4.91,8.81,0.253894416,0.29,0.22,0.059063136,0.024971623,1.264389155,1.293274685,,,,,11.9525292,18.33655254,0.185857874,,,3.450214614,9.091159928,3,3,0.07,0.57,0.910776816,0.01,0.02,0.142857143,0.035087719,0.011052632,0.083901354,,,,,,0.170402657,1.18636038,0.842740272,,,0.010576717,0.033154664
28,Wang et al.,2015,China,Yanqi Basin,42° 10' N,86° 20' E,1350,1069,80,89,8.5,9.4,arid,0.056,Arid,17.8427,native shrubs,mixed,cereals,yes,,,,,,continuous cover,yes,,yes,,40,,,fresh,8.29,,,,,Plot,0,5,5,0-10cm,0-10cm,1.6,1.3,1.596214889,1.297507222,25.1,5.5,SiL,20.1,7.6,SiL,8.4,8.2,,,,,,,,,,,,,,,,,,,,,,,9,9,10.2,12.23333333,0.078944638,6.1,2.066666667,0.669491525,0.16,1.82206655,1.713239418,,,,,13.14264629,13.16961424,0.000890234,0.205194244,,,0.783903695,0.419477779,0.050833333,9,9,21.86666667,27.26666667,0.095849464,5.933333333,3.966666667,0.298076923,0.150735294,5.630952381,4.002643558,,,,,29.37198951,29.49646732,0.001836641,,,4.790708322,14.62418309,,,,,,,,,,,,,,,,,,,,,,,
28,Wang et al.,2015,China,Yanqi Basin,42° 10' N,86° 20' E,1350,1069,80,89,8.5,9.4,arid,0.056,Arid,17.8427,native shrubs,mixed,cereals,yes,,,,,,continuous cover,yes,,yes,,40,,,fresh,8.29,,,,,Plot,15,30,15,20-30cm,20-30cm,1.6,1.3,1.596396444,1.301397556,25.1,5.5,SiL,20.1,7.6,SiL,8.4,8.2,,,,,,,,,,,,,,,,,,,,,,,9,9,6.2,10.7,0.236992088,2.6,2.6,0.419354839,0.242990654,1.107530648,1.498500962,,,,,14.84648693,20.88743077,0.148261323,40.6893824,,,0.885530639,0.665305219,0.1125,9,9,24.6,27.4,0.046815456,6.3,3.9,0.256097561,0.142335766,6.334821429,4.022216387,,,,,58.90702878,53.48743955,-0.041915309,,,17.00409078,26.5187726,,,,,,,,,,,,,,,,,,,,,,,
28,Wang et al.,2015,China,Yanqi Basin,42° 10' N,86° 20' E,1350,1069,80,89,8.5,9.4,arid,0.056,Arid,17.8427,native shrubs,mixed,cereals,yes,,,,,,continuous cover,yes,,yes,,40,,,fresh,8.29,,,,,Plot,30,50,20,30-40cm,30+cm,1.6,1.3,1.589006857,1.302770476,25.1,5.5,SiL,20.1,7.6,SiL,8.4,8.2,,,,,,,,,,,,,,,,,,,,,,,9,9,4.4,4.414285714,0.001407763,1.757142857,2.071428571,0.489795918,0.483870968,0.785989492,0.618206672,,,,,28.27327343,21.83716619,-0.112179814,-22.76392669,,,1.686382106,0.695556136,0.000357143,9,9,26.2,30.28571429,0.06293653,8.271428571,6.485714286,0.255725191,0.156666667,6.746842334,4.445828331,,,,,172.3978066,163.8742171,-0.022021106,,,24.08718207,81.24791794,,,,,,,,,,,,,,,,,,,,,,,
29,Zhang et al.,2017,China,Linze oasis,39° 24' N,100° 07' E,1383,1395,117,161,7.6,7.8,arid,0.1068,Arid,10.1118,desert shrubs,"maize, spring wheat",cereals,yes,,,CT,yes,no,continuous cover,yes,,yes,,50,,,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.58,1.43,1.582991111,1.443869778,90.75,6.28,Sa,61.04,15.87,SaL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.49,11.55,0.889395716,0.15,0.27,0.100671141,0.023376623,0.266164623,1.617540758,,,,,3.537985133,25.0150439,0.849445266,607.0420864,,,0.211025965,0.79677771,0.2012,,,,,,,,,,,,,,,,,,,,,,,1,1,0.1,0.92,0.963787827,0.02,0.04,0.2,0.043478261,0.015789474,0.135419729,,,,,,0.237448667,1.992540294,0.923837377,,,0.014738193,0.055684601
29,Zhang et al.,2017,China,Linze oasis,39° 24' N,100° 07' E,1383,1395,117,161,7.6,7.8,arid,0.1068,Arid,10.1118,desert shrubs,"maize, spring wheat",cereals,yes,,,CT,yes,no,continuous cover,yes,,yes,,50,,,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.59,1.46,1.574603556,1.455852778,91.18,6.48,Sa,61.1,15.8,SaL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.58,10.69,0.830320618,0.13,0.03,0.082278481,0.002806361,0.282241681,1.497100494,,,,,3.731810428,23.3445993,0.79626685,525.5569448,,,0.222586831,0.743570806,0.1822,,,,,,,,,,,,,,,,,,,,,,,1,1,0.16,0.82,0.70969387,0.02,0.02,0.125,0.024390244,0.025263158,0.120700193,,,,,,0.377904853,1.790698917,0.675640102,,,0.023456163,0.050043834
29,Zhang et al.,2017,China,Linze oasis,39° 24' N,100° 07' E,1383,1395,117,161,7.6,7.8,arid,0.1068,Arid,10.1118,desert shrubs,"maize, spring wheat",cereals,yes,,,CT,yes,no,continuous cover,yes,,yes,,50,,,fresh,,,,,,Plot,30,50,20,30-40cm,30+cm,1.54,1.49,1.555857111,1.467924333,90.68,6.72,Sa,60.59,15.84,SaL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.37,10.04,0.865013146,0.09,0.26,0.065693431,0.025896414,0.244728546,1.406070062,,,,,4.263048484,29.47592061,0.839747106,591.4282284,,,0.254272951,0.938865293,0.1734,,,,,,,,,,,,,,,,,,,,,,,1,1,0.11,0.81,0.867092334,0.02,0.03,0.181818182,0.037037037,0.017368421,0.11922824,,,,,,0.342288564,2.378037419,0.841826295,,,0.021245497,0.066457911
30,Alidoust et al.,2018,Iran,Lordegan,31° 23' N,50° 56' E,2310,3199,650,300,14.9,8.5,subtropical,0.18,Arid,5.6267,oak forest,wheat and alfalfa,cereals,yes,,,CT,,,,,,,,26,,,fresh,,,,,,Farm,0,5,5,0-10cm,0-10cm,,,1.320229407,1.355630074,,38,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,,,,,,,,,,20.32666667,10.37666667,,,20.32666667,10.37666667,-0.292008299,-48.95047557,,,1.212400362,0.330516978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Alidoust et al.,2018,Iran,Lordegan,31° 23' N,50° 56' E,2310,3199,650,300,14.9,8.5,subtropical,0.18,Arid,5.6267,oak forest,wheat and alfalfa,cereals,yes,,,CT,,,,,,,,26,,,fresh,,,,,,Farm,15,30,15,20-30cm,20-30cm,,,1.314634667,1.35672,,38,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,,,,,,,,,,29.43,18.14,,,29.43,18.14,-0.210152979,-38.36221543,,,1.755375992,0.577794215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
